"benchmark","logging_algorithm","database","VFS","phase","scale_factor","value","unit","test-specific-info","threads","bloom_filter"
______________________________________________________
			New test run
______________________________________________________
"SSB","SQLite","msc-large","PMem","evaluation","1","0.292708","s","q3.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.292144","s","q3.4","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.609096","s","q4.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.585518","s","q4.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.473707","s","q4.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.554163","s","q1.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.362761","s","q1.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.350732","s","q1.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.4288","s","q2.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.34689","s","q2.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.32286","s","q2.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.83623","s","q3.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.320087","s","q3.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.29381","s","q3.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.292593","s","q3.4","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.608797","s","q4.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.579785","s","q4.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","1","0.484974","s","q4.3","1","1"
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0811696","s","q1.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0880485","s","q1.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0787712","s","q1.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0749591","s","q2.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0633877","s","q2.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0565374","s","q2.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.09896","s","q3.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0529087","s","q3.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0459886","s","q3.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0456177","s","q3.4","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.140292","s","q4.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.143989","s","q4.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0782957","s","q4.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0824611","s","q1.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0885826","s","q1.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0791924","s","q1.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0759746","s","q2.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0635361","s","q2.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0568355","s","q2.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0999413","s","q3.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0527778","s","q3.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.04608","s","q3.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.045854","s","q3.4","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.140917","s","q4.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.142854","s","q4.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0782007","s","q4.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0807175","s","q1.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0877949","s","q1.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0785005","s","q1.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0744213","s","q2.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0637629","s","q2.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.056901","s","q2.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.099014","s","q3.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0525282","s","q3.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0462664","s","q3.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0456155","s","q3.4","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.140247","s","q4.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.142646","s","q4.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0783596","s","q4.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0427502","s","q1.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0466291","s","q1.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0413889","s","q1.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0408836","s","q2.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.03499","s","q2.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.030455","s","q2.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.053436","s","q3.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.028885","s","q3.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0251867","s","q3.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0249466","s","q3.4","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0767567","s","q4.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0784785","s","q4.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.041258","s","q4.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0425136","s","q1.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.047191","s","q1.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0418029","s","q1.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0412183","s","q2.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.035328","s","q2.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0316581","s","q2.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0538351","s","q3.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.028879","s","q3.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0253593","s","q3.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0254888","s","q3.4","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0761946","s","q4.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0786371","s","q4.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0413844","s","q4.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0434596","s","q1.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0471352","s","q1.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0414632","s","q1.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0409659","s","q2.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0352368","s","q2.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0307243","s","q2.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0537726","s","q3.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0287631","s","q3.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0255083","s","q3.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0250753","s","q3.4","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0758289","s","q4.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0784052","s","q4.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0410782","s","q4.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0234521","s","q1.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.025563","s","q1.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0227094","s","q1.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0254297","s","q2.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0224261","s","q2.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0184098","s","q2.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0304119","s","q3.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0167535","s","q3.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0148471","s","q3.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0146211","s","q3.4","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0478483","s","q4.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0502982","s","q4.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0246634","s","q4.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0232758","s","q1.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0255449","s","q1.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0226644","s","q1.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0252663","s","q2.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0221604","s","q2.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0186825","s","q2.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0304172","s","q3.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0169317","s","q3.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0147486","s","q3.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0145008","s","q3.4","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0477613","s","q4.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0500041","s","q4.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0247702","s","q4.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0233857","s","q1.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.025481","s","q1.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0226525","s","q1.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.025106","s","q2.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0224403","s","q2.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0181954","s","q2.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0302858","s","q3.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0166887","s","q3.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0148559","s","q3.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0145468","s","q3.4","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0471931","s","q4.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0501374","s","q4.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","1","0.0248675","s","q4.3","4",""
"SSB","SQLite","SQLite","PMem","evaluation","2","1.08513","s","q1.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.9048","s","q1.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.826352","s","q1.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","8.43934","s","q2.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","8.2711","s","q2.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","7.94566","s","q2.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","4.15901","s","q3.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.82652","s","q3.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.8304","s","q3.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.83836","s","q3.4","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","4.25231","s","q4.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.77989","s","q4.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.64697","s","q4.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.08477","s","q1.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.907562","s","q1.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.825989","s","q1.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","8.32473","s","q2.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","8.20465","s","q2.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","7.94229","s","q2.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","4.16566","s","q3.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.94757","s","q3.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.96819","s","q3.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.96655","s","q3.4","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","4.36158","s","q4.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.67191","s","q4.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.53554","s","q4.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.07576","s","q1.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.899072","s","q1.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.822007","s","q1.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","8.29265","s","q2.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","8.18045","s","q2.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","7.92828","s","q2.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","4.15661","s","q3.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.95604","s","q3.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.97279","s","q3.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.9825","s","q3.4","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","4.36411","s","q4.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.67597","s","q4.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","2.52434","s","q4.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.11245","s","q1.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.733894","s","q1.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.720125","s","q1.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.893643","s","q2.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.715281","s","q2.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.662083","s","q2.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.72976","s","q3.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.694975","s","q3.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.642306","s","q3.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.641114","s","q3.4","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.33574","s","q4.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.24066","s","q4.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.993131","s","q4.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.10922","s","q1.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.73278","s","q1.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.718604","s","q1.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.892099","s","q2.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.733264","s","q2.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.661698","s","q2.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.72904","s","q3.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.696679","s","q3.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.643863","s","q3.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.640515","s","q3.4","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.336","s","q4.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.24164","s","q4.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.01239","s","q4.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.10748","s","q1.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.734262","s","q1.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.717942","s","q1.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.891242","s","q2.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.715226","s","q2.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.661196","s","q2.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.72566","s","q3.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.695581","s","q3.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.643169","s","q3.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.63936","s","q3.4","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.3352","s","q4.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","1.24109","s","q4.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","2","0.993736","s","q4.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","2.22191","s","q1.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","1.51909","s","q1.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","1.23221","s","q1.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","27.5843","s","q2.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","26.833","s","q2.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","26.3088","s","q2.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","10.8477","s","q3.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","7.87451","s","q3.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","7.58299","s","q3.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","7.62631","s","q3.4","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","11.7095","s","q4.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","6.73592","s","q4.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","6.45577","s","q4.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","2.12769","s","q1.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","1.49208","s","q1.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","1.2158","s","q1.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","27.1366","s","q2.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","26.2889","s","q2.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","25.5362","s","q2.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","10.7259","s","q3.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","7.7142","s","q3.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","7.45653","s","q3.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","7.4336","s","q3.4","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","11.6039","s","q4.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","6.7539","s","q4.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","6.44245","s","q4.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","2.13906","s","q1.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","1.50613","s","q1.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","1.22221","s","q1.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","27.4211","s","q2.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","26.7055","s","q2.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","26.0067","s","q2.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","10.9152","s","q3.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","7.87725","s","q3.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","7.67909","s","q3.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","7.70914","s","q3.4","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","11.7312","s","q4.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","6.78427","s","q4.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","6.51851","s","q4.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","2","2.16884","s","q1.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.944582","s","q1.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.892117","s","q1.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","1.39374","s","q2.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.961889","s","q2.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.851006","s","q2.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","3.05552","s","q3.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.93089","s","q3.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.815148","s","q3.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.809209","s","q3.4","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","2.36989","s","q4.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","1.7375","s","q4.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","1.20359","s","q4.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","2.18267","s","q1.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.950752","s","q1.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.89763","s","q1.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","1.4079","s","q2.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.958237","s","q2.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.847725","s","q2.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","3.08908","s","q3.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.933761","s","q3.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.818951","s","q3.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.81309","s","q3.4","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","2.41419","s","q4.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","1.75905","s","q4.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","1.18919","s","q4.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","2.13244","s","q1.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.94527","s","q1.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.892623","s","q1.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","1.38327","s","q2.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.948407","s","q2.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.842893","s","q2.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","3.03056","s","q3.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.925751","s","q3.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.813154","s","q3.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.80757","s","q3.4","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","2.38174","s","q4.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","1.78201","s","q4.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","1.18037","s","q4.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.07588","s","q1.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.896734","s","q1.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.811784","s","q1.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.70474","s","q2.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.72692","s","q2.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.47798","s","q2.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","4.17624","s","q3.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.93205","s","q3.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.84347","s","q3.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.84711","s","q3.4","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","4.38438","s","q4.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.76771","s","q4.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.62361","s","q4.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.08069","s","q1.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.899752","s","q1.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.815729","s","q1.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.54243","s","q2.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.12115","s","q2.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","7.82163","s","q2.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","4.14887","s","q3.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.80752","s","q3.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.80452","s","q3.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.80327","s","q3.4","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","4.29654","s","q4.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.726","s","q4.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.60353","s","q4.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.07648","s","q1.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.895504","s","q1.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.812712","s","q1.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.49712","s","q2.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.08613","s","q2.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","7.78377","s","q2.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","4.15038","s","q3.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.81898","s","q3.2","1","0"
