"benchmark","logging_algorithm","database","VFS","phase","scale_factor","value","unit","test-specific-info","threads","bloom_filter"
______________________________________________________
			New test run
______________________________________________________
"SSB","SQLite","SQLite","unix","evaluation","2","1.38435","s","q2.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.947281","s","q2.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.83831","s","q2.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","3.03036","s","q3.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.924747","s","q3.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.811336","s","q3.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","0.804119","s","q3.4","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","2.36576","s","q4.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","1.73869","s","q4.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","2","1.18016","s","q4.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.08145","s","q1.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.900549","s","q1.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.814067","s","q1.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.83419","s","q2.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.77269","s","q2.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.58322","s","q2.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","4.19575","s","q3.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.94878","s","q3.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.85252","s","q3.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.90511","s","q3.4","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","4.36807","s","q4.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.77544","s","q4.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.62936","s","q4.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.07967","s","q1.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.903862","s","q1.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.813961","s","q1.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.56023","s","q2.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.10499","s","q2.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","7.79203","s","q2.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","4.11981","s","q3.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.7902","s","q3.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.80914","s","q3.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.80404","s","q3.4","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","4.24182","s","q4.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.69675","s","q4.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.5737","s","q4.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.07549","s","q1.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.89781","s","q1.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.814691","s","q1.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.44745","s","q2.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","8.02612","s","q2.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","7.7233","s","q2.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","4.12029","s","q3.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.79738","s","q3.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.82525","s","q3.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.79938","s","q3.4","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","4.28747","s","q4.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.71266","s","q4.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","2.57877","s","q4.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.13014","s","q1.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.726967","s","q1.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.707889","s","q1.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.876928","s","q2.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.688083","s","q2.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.642126","s","q2.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.6869","s","q3.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.681341","s","q3.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.630384","s","q3.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.626551","s","q3.4","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.32605","s","q4.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.22345","s","q4.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.979454","s","q4.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.1295","s","q1.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.72299","s","q1.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.704858","s","q1.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.875869","s","q2.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.687664","s","q2.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.64183","s","q2.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.68669","s","q3.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.68063","s","q3.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.628161","s","q3.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.627462","s","q3.4","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.36405","s","q4.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.218","s","q4.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.981906","s","q4.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.13969","s","q1.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.724452","s","q1.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.706295","s","q1.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.878371","s","q2.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.688227","s","q2.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.644716","s","q2.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.68277","s","q3.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.683584","s","q3.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.631954","s","q3.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.628468","s","q3.4","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.32817","s","q4.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","1.22203","s","q4.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","2","0.980943","s","q4.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.08247","s","q1.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.900307","s","q1.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.814119","s","q1.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","8.77013","s","q2.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","8.73834","s","q2.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","8.48678","s","q2.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","4.19918","s","q3.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.9333","s","q3.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.87518","s","q3.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.87462","s","q3.4","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","4.38849","s","q4.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.76515","s","q4.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.61869","s","q4.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.08069","s","q1.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.913868","s","q1.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.814291","s","q1.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","8.48037","s","q2.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","8.05237","s","q2.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","7.76436","s","q2.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","4.14673","s","q3.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.79308","s","q3.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.79728","s","q3.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.80378","s","q3.4","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","4.2863","s","q4.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.73735","s","q4.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.61206","s","q4.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.10529","s","q1.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.916479","s","q1.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.820185","s","q1.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","8.54504","s","q2.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","8.09392","s","q2.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","7.81758","s","q2.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","4.14867","s","q3.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.80326","s","q3.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.8051","s","q3.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.80821","s","q3.4","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","4.26897","s","q4.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.70194","s","q4.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","2.58202","s","q4.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.12988","s","q1.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.722342","s","q1.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.705357","s","q1.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.873685","s","q2.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.687198","s","q2.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.641953","s","q2.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.67839","s","q3.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.680725","s","q3.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.625551","s","q3.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.627351","s","q3.4","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.32416","s","q4.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.22229","s","q4.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.978288","s","q4.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.1381","s","q1.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.725283","s","q1.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.705594","s","q1.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.87915","s","q2.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.704111","s","q2.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.643607","s","q2.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.69477","s","q3.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.68211","s","q3.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.634141","s","q3.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.629038","s","q3.4","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.32759","s","q4.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.22804","s","q4.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.982725","s","q4.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.12761","s","q1.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.724457","s","q1.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.705974","s","q1.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.874187","s","q2.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.687339","s","q2.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.641625","s","q2.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.68437","s","q3.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.681933","s","q3.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.627125","s","q3.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.627831","s","q3.4","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.33186","s","q4.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","1.22173","s","q4.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","2","0.977609","s","q4.3","1","1"
"SSB","DuckDB","DuckDB","none","evaluation","2","0.163475","s","q1.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.177893","s","q1.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.163813","s","q1.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.150938","s","q2.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.129052","s","q2.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.113705","s","q2.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.19691","s","q3.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.107373","s","q3.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0953665","s","q3.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0909868","s","q3.4","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.287261","s","q4.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.289303","s","q4.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.158414","s","q4.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.16288","s","q1.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.177796","s","q1.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.163072","s","q1.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.151416","s","q2.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.127902","s","q2.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.115237","s","q2.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.197574","s","q3.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.108596","s","q3.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0925302","s","q3.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0917403","s","q3.4","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.287356","s","q4.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.290482","s","q4.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.158727","s","q4.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.163177","s","q1.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.179202","s","q1.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.157411","s","q1.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.150562","s","q2.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.127606","s","q2.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.113393","s","q2.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.19659","s","q3.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.108005","s","q3.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0922771","s","q3.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0911683","s","q3.4","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.290321","s","q4.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.291011","s","q4.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.158452","s","q4.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0880175","s","q1.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0923972","s","q1.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0863574","s","q1.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0800355","s","q2.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0691319","s","q2.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0611465","s","q2.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.103307","s","q3.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0571789","s","q3.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0493028","s","q3.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0485985","s","q3.4","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.152588","s","q4.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.15571","s","q4.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.081864","s","q4.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0887527","s","q1.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0925311","s","q1.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0869867","s","q1.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0804472","s","q2.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0693357","s","q2.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0607667","s","q2.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.104276","s","q3.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0574776","s","q3.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0507289","s","q3.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0497542","s","q3.4","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.154516","s","q4.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.157345","s","q4.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.082036","s","q4.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.089007","s","q1.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0920983","s","q1.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0862113","s","q1.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0808689","s","q2.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0694722","s","q2.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0612554","s","q2.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.104032","s","q3.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.05709","s","q3.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0495421","s","q3.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0489747","s","q3.4","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.152656","s","q4.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.155517","s","q4.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0818808","s","q4.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0449689","s","q1.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0495426","s","q1.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.044167","s","q1.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0439622","s","q2.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0376074","s","q2.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0328853","s","q2.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0574595","s","q3.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0320564","s","q3.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0277566","s","q3.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0275803","s","q3.4","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0832351","s","q4.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0849714","s","q4.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0445187","s","q4.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0453294","s","q1.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0496273","s","q1.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0441586","s","q1.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.044153","s","q2.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0378052","s","q2.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0332078","s","q2.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0571117","s","q3.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0323607","s","q3.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0284102","s","q3.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0276798","s","q3.4","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0833441","s","q4.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0852022","s","q4.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0452895","s","q4.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0453468","s","q1.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0497794","s","q1.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0442947","s","q1.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0440442","s","q2.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0375483","s","q2.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0331631","s","q2.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0578377","s","q3.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0323664","s","q3.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0279888","s","q3.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0277485","s","q3.4","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.083824","s","q4.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.086371","s","q4.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","2","0.0450253","s","q4.3","4",""
"SSB","SQLite","SQLite","PMem","evaluation","5","2.72551","s","q1.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","2.27065","s","q1.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","2.07226","s","q1.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","18.2131","s","q2.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","18.9136","s","q2.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","18.594","s","q2.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","11.0229","s","q3.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.28152","s","q3.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.29994","s","q3.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.3197","s","q3.4","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","11.2516","s","q4.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","8.17688","s","q4.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.05388","s","q4.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","2.72316","s","q1.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","2.26854","s","q1.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","2.07416","s","q1.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","19.592","s","q2.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","18.5508","s","q2.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","18.1071","s","q2.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","10.7089","s","q3.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.37157","s","q3.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.43189","s","q3.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.43426","s","q3.4","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","11.1118","s","q4.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","8.09409","s","q4.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.05786","s","q4.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","2.69953","s","q1.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","2.25728","s","q1.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","2.06495","s","q1.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","19.1252","s","q2.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","18.3415","s","q2.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","17.9708","s","q2.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","10.7011","s","q3.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.26463","s","q3.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.33693","s","q3.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.39849","s","q3.4","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","11.1132","s","q4.1","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","8.11478","s","q4.2","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","7.07478","s","q4.3","1","0"
"SSB","SQLite","SQLite","PMem","evaluation","5","2.78739","s","q1.1","1","1"
